"","GSE_ID","title","phenotype","tissuetype"
"GSM458582...688","GSE20257","small airways, non-smoker 169","Healthy Non-Smoker","small_airways"
"GSM469991...689","GSE20257","small airways, non-smoker 147","Healthy Non-Smoker","small_airways"
"GSM470000...690","GSE20257","small airways, smoker 206","Smoker","small_airways"
"GSM101095...691","GSE5058","small airways, non-smoker 001, RMA and MAS","Healthy Non-Smoker","small_airways"
"GSM101096...692","GSE5058","small airways, non-smoker 004, RMA and MAS","Healthy Non-Smoker","small_airways"
"GSM101097...693","GSE5058","small airways, non-smoker 002, RMA and MAS","Healthy Non-Smoker","small_airways"
"GSM101098...694","GSE5058","small airways, non-smoker 003, RMA and MAS","Healthy Non-Smoker","small_airways"
"GSM101099","GSE5058","small airways, non-smoker 013, RMA and MAS","Healthy Non-Smoker","small_airways"
"GSM101100...696","GSE5058","small airways, non-smoker 006, RMA and MAS","Healthy Non-Smoker","small_airways"
"GSM101101...697","GSE5058","small airways, non-smoker 021, RMA and MAS","Healthy Non-Smoker","small_airways"
"GSM101102...698","GSE5058","small airways, non-smoker 019, RMA and MAS","Healthy Non-Smoker","small_airways"
"GSM101103...699","GSE5058","small airways, non-smoker 014, RMA and MAS","Healthy Non-Smoker","small_airways"
"GSM101104...700","GSE5058","small airways, non-smoker 008, RMA and MAS","Healthy Non-Smoker","small_airways"
"GSM101105...701","GSE5058","small airways, non-smoker 015, RMA and MAS","Healthy Non-Smoker","small_airways"
"GSM101106...702","GSE5058","small airways, non-smoker 005, RMA and MAS","Healthy Non-Smoker","small_airways"
"GSM101107...703","GSE5058","small airways, smoker 002, RMA and MAS","Smoker","small_airways"
"GSM101108...704","GSE5058","small airways, smoker 003, RMA and MAS","Smoker","small_airways"
"GSM101109...705","GSE5058","small airways, smoker 027, RMA and MAS","Smoker","small_airways"
"GSM101110...706","GSE5058","small airways, smoker 033, RMA and MAS","Smoker","small_airways"
"GSM101111...707","GSE5058","small airways, smoker 001, RMA and MAS","Smoker","small_airways"
"GSM101112...708","GSE5058","small airways, smoker 023, RMA and MAS","Smoker","small_airways"
"GSM101113...709","GSE5058","small airways, smoker 048, RMA and MAS","Smoker","small_airways"
"GSM101114...710","GSE5058","small airways, smoker 041, RMA and MAS","Smoker","small_airways"
"GSM101115...711","GSE5058","small airways, smoker 044, RMA and MAS","Smoker","small_airways"
"GSM101116...712","GSE5058","small airways, smoker 049, RMA and MAS","Smoker","small_airways"
"GSM114089...713","GSE5058","small airways, smoker 058, MAS5","Smoker","small_airways"
"GSM114090...714","GSE5058","small airways, smoker 063, MAS5","Smoker","small_airways"
"GSM114091","GSE5058","small airways, COPD 002, MAS5","Smoker with COPD","small_airways"
"GSM114092...716","GSE5058","small airways, COPD 008, MAS5","Smoker with COPD","small_airways"
"GSM114093...717","GSE5058","small airways, COPD 012, MAS5","Smoker with COPD","small_airways"
"GSM114094...718","GSE5058","small airways, COPD 015, MAS5","Smoker with COPD","small_airways"
"GSM114095...719","GSE5058","small airways, COPD 020, MAS5","Smoker with COPD","small_airways"
"GSM114096","GSE5058","small airways, COPD 021, MAS5","Smoker with COPD","small_airways"
"GSM114097","GSE5058","small airways, early-COPD 001, MAS5","Smoker with COPD","small_airways"
"GSM114098","GSE5058","small airways, early-COPD 009, MAS5","Smoker with COPD","small_airways"
"GSM114099","GSE5058","small airways, early-COPD 012, MAS5","Smoker with COPD","small_airways"
"GSM114100","GSE5058","small airways, early-COPD 020, MAS5","Smoker with COPD","small_airways"
"GSM114101","GSE5058","small airways, early-COPD 037, MAS5","Smoker with COPD","small_airways"
"GSM114102","GSE5058","small airways, early-COPD 045, MAS5","Smoker with COPD","small_airways"
"GSM114103","GSE5058","small airways, early-COPD 054, MAS5","Smoker with COPD","small_airways"
"GSM114104","GSE5058","small airways, early-COPD 064, MAS5","Smoker with COPD","small_airways"
"GSM114105","GSE5058","small airways, early-COPD 086, MAS5","Smoker with COPD","small_airways"
"GSM101095...730","GSE8545","small airways, non-smoker 001, RMA and MAS","Healthy Non-Smoker","small_airways"
"GSM101096...731","GSE8545","small airways, non-smoker 004, RMA and MAS","Healthy Non-Smoker","small_airways"
"GSM101097...732","GSE8545","small airways, non-smoker 002, RMA and MAS","Healthy Non-Smoker","small_airways"
"GSM101098...733","GSE8545","small airways, non-smoker 003, RMA and MAS","Healthy Non-Smoker","small_airways"
"GSM101100...734","GSE8545","small airways, non-smoker 006, RMA and MAS","Healthy Non-Smoker","small_airways"
"GSM101101...735","GSE8545","small airways, non-smoker 021, RMA and MAS","Healthy Non-Smoker","small_airways"
"GSM101102...736","GSE8545","small airways, non-smoker 019, RMA and MAS","Healthy Non-Smoker","small_airways"
"GSM101103...737","GSE8545","small airways, non-smoker 014, RMA and MAS","Healthy Non-Smoker","small_airways"
"GSM101104...738","GSE8545","small airways, non-smoker 008, RMA and MAS","Healthy Non-Smoker","small_airways"
"GSM101105...739","GSE8545","small airways, non-smoker 015, RMA and MAS","Healthy Non-Smoker","small_airways"
"GSM101106...740","GSE8545","small airways, non-smoker 005, RMA and MAS","Healthy Non-Smoker","small_airways"
"GSM101109...741","GSE8545","small airways, smoker 027, RMA and MAS","Smoker","small_airways"
"GSM101110...742","GSE8545","small airways, smoker 033, RMA and MAS","Smoker","small_airways"
"GSM101111...743","GSE8545","small airways, smoker 001, RMA and MAS","Smoker","small_airways"
"GSM101113...744","GSE8545","small airways, smoker 048, RMA and MAS","Smoker","small_airways"
"GSM101114...745","GSE8545","small airways, smoker 041, RMA and MAS","Smoker","small_airways"
"GSM101115...746","GSE8545","small airways, smoker 044, RMA and MAS","Smoker","small_airways"
"GSM101116...747","GSE8545","small airways, smoker 049, RMA and MAS","Smoker","small_airways"
"GSM114089...748","GSE8545","small airways, smoker 058, MAS5","Smoker","small_airways"
"GSM114090...749","GSE8545","small airways, smoker 063, MAS5","Smoker","small_airways"
"GSM114092...750","GSE8545","small airways, COPD 008, MAS5","Smoker with COPD","small_airways"
"GSM114094...751","GSE8545","small airways, COPD 015, MAS5","Smoker with COPD","small_airways"
"GSM114095...752","GSE8545","small airways, COPD 020, MAS5","Smoker with COPD","small_airways"
"GSM190151...753","GSE8545","small airways, non-smoker 034","Healthy Non-Smoker","small_airways"
"GSM190153...754","GSE8545","Small airways, non-smoker 036","Healthy Non-Smoker","small_airways"
"GSM252830...755","GSE8545","small airways, COPD 014","Smoker with COPD","small_airways"
"GSM252833...756","GSE8545","small airways, COPD 036","Smoker with COPD","small_airways"
"GSM252835...757","GSE8545","small airways, COPD 046","Smoker with COPD","small_airways"
"GSM252836...758","GSE8545","small airways, COPD 059","Smoker with COPD","small_airways"
"GSM252837...759","GSE8545","small airways, COPD 068","Smoker with COPD","small_airways"
"GSM252839...760","GSE8545","small airways, COPD 080","Smoker with COPD","small_airways"
"GSM252841...761","GSE8545","small airways, COPD 103","Smoker with COPD","small_airways"
"GSM252867...762","GSE8545","small airways, non-smoker 035","Healthy Non-Smoker","small_airways"
"GSM252879...763","GSE8545","small airways, smoker 074","Smoker","small_airways"
"GSM252882...764","GSE8545","small airways, smoker 095","Smoker","small_airways"
"GSM252884...765","GSE8545","small airways, smoker 098","Smoker","small_airways"
"GSM252885...766","GSE8545","small airways, smoker 103","Smoker","small_airways"
"GSM254149...767","GSE8545","small airways, non-smoker 045","Healthy Non-Smoker","small_airways"
"GSM254150...768","GSE8545","small airways, non-smoker 059","Healthy Non-Smoker","small_airways"
"GSM254151...769","GSE8545","small airways, non-smoker 071","Healthy Non-Smoker","small_airways"
"GSM254152...770","GSE8545","small airways, non-smoker 078","Healthy Non-Smoker","small_airways"
"GSM254157...771","GSE8545","small airways, smoker 112","Smoker","small_airways"
"GSM254158...772","GSE8545","small airways, smoker 114","Smoker","small_airways"
"GSM254159...773","GSE8545","small airways, smoker 119","Smoker","small_airways"
"GSM254160...774","GSE8545","small airways, smoker 152","Smoker","small_airways"
"GSM254161...775","GSE8545","small airways, smoker 169","Smoker","small_airways"
"GSM254163...776","GSE8545","small airways, COPD 024","Smoker with COPD","small_airways"
"GSM254169...777","GSE8545","small airways, COPD 093","Smoker with COPD","small_airways"
"GSM254171","GSE8545","small airways, COPD 108","Smoker with COPD","small_airways"
"GSM254172...779","GSE8545","small airways, COPD 110","Smoker with COPD","small_airways"
"GSM254173...780","GSE8545","small airways, COPD 114","Smoker with COPD","small_airways"
"GSM254174...781","GSE8545","small airways, COPD 119","Smoker with COPD","small_airways"
"GSM254175...782","GSE8545","small airways, COPD 122","Smoker with COPD","small_airways"
"GSM254176...783","GSE8545","small airways, COPD 134","Smoker with COPD","small_airways"
