Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Regulation of Oligodendrocyte Differentiation (GO:0048713)	1/18	0.16858081808691658	0.33166715025100035	0	0	5.731382208055636	10.203809066850313	PTPRZ1
Cardiac Atrium Morphogenesis (GO:0003209)	1/18	0.16858081808691658	0.33166715025100035	0	0	5.731382208055636	10.203809066850313	ISL1
Pharyngeal System Development (GO:0060037)	1/18	0.16858081808691658	0.33166715025100035	0	0	5.731382208055636	10.203809066850313	ISL1
Cellular Response to Glucocorticoid Stimulus (GO:0071385)	1/18	0.16858081808691658	0.33166715025100035	0	0	5.731382208055636	10.203809066850313	ISL1
Response to Axon Injury (GO:0048678)	1/18	0.16858081808691658	0.33166715025100035	0	0	5.731382208055636	10.203809066850313	TREM2
Dendritic Cell Migration (GO:0036336)	1/18	0.16858081808691658	0.33166715025100035	0	0	5.731382208055636	10.203809066850313	GPR183
Positive Regulation of Fatty Acid Metabolic Process (GO:0045923)	1/18	0.16858081808691658	0.33166715025100035	0	0	5.731382208055636	10.203809066850313	PPARG
Intracellular Lipid Transport (GO:0032365)	1/18	0.16858081808691658	0.33166715025100035	0	0	5.731382208055636	10.203809066850313	FABP3
Melanosome Assembly (GO:1903232)	1/18	0.16858081808691658	0.33166715025100035	0	0	5.731382208055636	10.203809066850313	AP1S2
Negative Regulation of Epithelial Cell Proliferation (GO:0050680)	2/73	0.17080538418063307	0.3350510342568401	0	0	2.75066239018268	4.8610544018684845	SPARC;SFRP2
Positive Regulation of Cell-Substrate Adhesion (GO:0010811)	2/73	0.17080538418063307	0.3350510342568401	0	0	2.75066239018268	4.8610544018684845	ALOX15;CD36
Intracellular Calcium Ion Homeostasis (GO:0006874)	3/140	0.1720835391904513	0.3364056178310623	0	0	2.1417365726113955	3.7689749634804297	CCL13;CCL8;CCL7
DNA Catabolic Process (GO:0006308)	1/19	0.17706892083125947	0.3364056178310623	0	0	5.412698412698413	9.37055138871512	DNASE2B
Negative Regulation of Inflammasome-Mediated Signaling Pathway (GO:0141086)	1/19	0.17706892083125947	0.3364056178310623	0	0	5.412698412698413	9.37055138871512	TREM2
Regulation of Lymphocyte Differentiation (GO:0045619)	1/19	0.17706892083125947	0.3364056178310623	0	0	5.412698412698413	9.37055138871512	CRTAM
Regulation of Megakaryocyte Differentiation (GO:0045652)	1/19	0.17706892083125947	0.3364056178310623	0	0	5.412698412698413	9.37055138871512	MYB
Antigen Processing and Presentation of Peptide Antigen via MHC Class I (GO:0002474)	1/19	0.17706892083125947	0.3364056178310623	0	0	5.412698412698413	9.37055138871512	SEC14L3
Neutrophil Activation (GO:0042119)	1/19	0.17706892083125947	0.3364056178310623	0	0	5.412698412698413	9.37055138871512	CXCL6
cGMP-mediated Signaling (GO:0019934)	1/19	0.17706892083125947	0.3364056178310623	0	0	5.412698412698413	9.37055138871512	CD36
Regulation of Receptor Signaling Pathway via STAT (GO:1904892)	1/19	0.17706892083125947	0.3364056178310623	0	0	5.412698412698413	9.37055138871512	PPARG
Calcium-Independent Cell-Cell Adhesion via Plasma Membrane Cell-Adhesion Molecules (GO:0016338)	1/19	0.17706892083125947	0.3364056178310623	0	0	5.412698412698413	9.37055138871512	CLDN8
Regulation of Tissue Remodeling (GO:0034103)	1/19	0.17706892083125947	0.3364056178310623	0	0	5.412698412698413	9.37055138871512	GPNMB
Positive Regulation of calcineurin-NFAT Signaling Cascade (GO:0070886)	1/19	0.17706892083125947	0.3364056178310623	0	0	5.412698412698413	9.37055138871512	CHP2
Positive Regulation of Calcineurin-Mediated Signaling (GO:0106058)	1/19	0.17706892083125947	0.3364056178310623	0	0	5.412698412698413	9.37055138871512	CHP2
Embryonic Digestive Tract Development (GO:0048566)	1/19	0.17706892083125947	0.3364056178310623	0	0	5.412698412698413	9.37055138871512	SIX2
Positive Regulation of Endothelial Cell Apoptotic Process (GO:2000353)	1/19	0.17706892083125947	0.3364056178310623	0	0	5.412698412698413	9.37055138871512	CCL2
Superoxide Anion Generation (GO:0042554)	1/19	0.17706892083125947	0.3364056178310623	0	0	5.412698412698413	9.37055138871512	CYBB
fatty-acyl-CoA Metabolic Process (GO:0035337)	1/19	0.17706892083125947	0.3364056178310623	0	0	5.412698412698413	9.37055138871512	SLC27A2
Glycoprotein Catabolic Process (GO:0006516)	1/19	0.17706892083125947	0.3364056178310623	0	0	5.412698412698413	9.37055138871512	MMP12
Immunoglobulin Mediated Immune Response (GO:0016064)	1/19	0.17706892083125947	0.3364056178310623	0	0	5.412698412698413	9.37055138871512	FCGR2B
Positive Regulation of Signaling Receptor Activity (GO:2000273)	1/19	0.17706892083125947	0.3364056178310623	0	0	5.412698412698413	9.37055138871512	CCL2
Positive Regulation of Small Molecule Metabolic Process (GO:0062013)	1/19	0.17706892083125947	0.3364056178310623	0	0	5.412698412698413	9.37055138871512	PPARG
Mitochondrial Fusion (GO:0008053)	1/19	0.17706892083125947	0.3364056178310623	0	0	5.412698412698413	9.37055138871512	BCL2A1
Positive Regulation of Secretion by Cell (GO:1903532)	2/75	0.17808583521495366	0.33785427023636927	0	0	2.6750305167503052	4.615737402173589	GPNMB;TREM2
Positive Regulation of Protein Localization to Membrane (GO:1905477)	2/76	0.18174408805529324	0.34060434765579206	0	0	2.6387476585496388	4.499475587066146	ITGAM;TREM2
Positive Regulation of Interleukin-6 Production (GO:0032755)	2/77	0.1854135338318932	0.34060434765579206	0	0	2.6034323432343234	4.387217309583115	LPL;ISL1
B Cell Mediated Immunity (GO:0019724)	1/20	0.18547078755879814	0.34060434765579206	0	0	5.12756028001037	8.639210388089602	FCGR2B
Regulation of Endopeptidase Activity (GO:0052548)	1/20	0.18547078755879814	0.34060434765579206	0	0	5.12756028001037	8.639210388089602	SERPINB3
Regulation of Granulocyte Chemotaxis (GO:0071622)	1/20	0.18547078755879814	0.34060434765579206	0	0	5.12756028001037	8.639210388089602	CCL2
T Cell Mediated Immunity (GO:0002456)	1/20	0.18547078755879814	0.34060434765579206	0	0	5.12756028001037	8.639210388089602	CRTAM
T Cell Migration (GO:0072678)	1/20	0.18547078755879814	0.34060434765579206	0	0	5.12756028001037	8.639210388089602	GPR183
Regulation of Meiotic Cell Cycle (GO:0051445)	1/20	0.18547078755879814	0.34060434765579206	0	0	5.12756028001037	8.639210388089602	CNTD1
Oligodendrocyte Differentiation (GO:0048709)	1/20	0.18547078755879814	0.34060434765579206	0	0	5.12756028001037	8.639210388089602	PTPRZ1
Regulation of Sodium Ion Transmembrane Transport (GO:1902305)	1/20	0.18547078755879814	0.34060434765579206	0	0	5.12756028001037	8.639210388089602	PTPN3
Cellular Response to Fatty Acid (GO:0071398)	1/20	0.18547078755879814	0.34060434765579206	0	0	5.12756028001037	8.639210388089602	LPL
Response to ATP (GO:0033198)	1/20	0.18547078755879814	0.34060434765579206	0	0	5.12756028001037	8.639210388089602	RYR3
Response to Fatty Acid (GO:0070542)	1/20	0.18547078755879814	0.34060434765579206	0	0	5.12756028001037	8.639210388089602	LPL
Endocardial Cushion Morphogenesis (GO:0003203)	1/20	0.18547078755879814	0.34060434765579206	0	0	5.12756028001037	8.639210388089602	ISL1
Positive Regulation of Ion Transmembrane Transporter Activity (GO:0032414)	1/20	0.18547078755879814	0.34060434765579206	0	0	5.12756028001037	8.639210388089602	CCL2
Positive Regulation of Monocyte Chemotaxis (GO:0090026)	1/20	0.18547078755879814	0.34060434765579206	0	0	5.12756028001037	8.639210388089602	PLA2G7
Xenobiotic Transport (GO:0042908)	1/20	0.18547078755879814	0.34060434765579206	0	0	5.12756028001037	8.639210388089602	SLC22A4
Positive Regulation of Protein Targeting to Membrane (GO:0090314)	1/20	0.18547078755879814	0.34060434765579206	0	0	5.12756028001037	8.639210388089602	ITGAM
High-Density Lipoprotein Particle Remodeling (GO:0034375)	1/20	0.18547078755879814	0.34060434765579206	0	0	5.12756028001037	8.639210388089602	LPL
Iron Ion Transport (GO:0006826)	1/20	0.18547078755879814	0.34060434765579206	0	0	5.12756028001037	8.639210388089602	LTF
Negative Regulation of B Cell Activation (GO:0050869)	1/20	0.18547078755879814	0.34060434765579206	0	0	5.12756028001037	8.639210388089602	FCGR2B
Negative Regulation of RNA Splicing (GO:0033119)	1/20	0.18547078755879814	0.34060434765579206	0	0	5.12756028001037	8.639210388089602	RBM20
Regulation of Cellular Response to Transforming Growth Factor Beta Stimulus (GO:1903844)	1/20	0.18547078755879814	0.34060434765579206	0	0	5.12756028001037	8.639210388089602	PPARG
Regulation of Phosphatidylinositol 3-Kinase/Protein Kinase B Signal Transduction (GO:0051896)	4/219	0.18569092447499508	0.34060434765579206	0	0	1.8214883720930233	3.066788394443395	PPP1R16B;TREM2;NTS;FGFR3
Positive Regulation of Cellular Process (GO:0048522)	9/622	0.18626590834188428	0.3411877603834791	0	0	1.4443217467687288	2.4272982577276663	SERPINB3;PTGFR;SFRP2;CHP2;LPL;FCGR2B;ISL1;FGFR3;DLL1
Negative Regulation of Protein Metabolic Process (GO:0051248)	3/146	0.1873061769133662	0.34262066520792056	0	0	2.051247260202484	3.4358610914633623	SERPINB3;TREM2;PTX3
Negative Regulation of Cell Differentiation (GO:0045596)	4/220	0.18773629687609278	0.3429350787502768	0	0	1.8129629629629629	3.0325739268463376	SFRP2;MYB;PPARG;DLL1
Defense Response to Bacterium (GO:0042742)	4/221	0.18978897919223878	0.3462084675374905	0	0	1.804516129032258	2.998821522737015	COLEC12;RNASE6;TREM2;LTF
Regulation of Epithelial Cell Differentiation (GO:0030856)	1/21	0.19378729012533114	0.34776962336005374	0	0	4.870935960591133	7.99317748505789	DLL1
Negative Regulation of Leukocyte Activation (GO:0002695)	1/21	0.19378729012533114	0.34776962336005374	0	0	4.870935960591133	7.99317748505789	FCGR2B
Negative Regulation of Leukocyte Cell-Cell Adhesion (GO:1903038)	1/21	0.19378729012533114	0.34776962336005374	0	0	4.870935960591133	7.99317748505789	GPNMB
Regulation of Macrophage Chemotaxis (GO:0010758)	1/21	0.19378729012533114	0.34776962336005374	0	0	4.870935960591133	7.99317748505789	CCL2
Regulation of Membrane Depolarization (GO:0003254)	1/21	0.19378729012533114	0.34776962336005374	0	0	4.870935960591133	7.99317748505789	PTPN3
Regulation of Neuroinflammatory Response (GO:0150077)	1/21	0.19378729012533114	0.34776962336005374	0	0	4.870935960591133	7.99317748505789	TREM2
Antigen Processing and Presentation of Endogenous Peptide Antigen (GO:0002483)	1/21	0.19378729012533114	0.34776962336005374	0	0	4.870935960591133	7.99317748505789	SEC14L3
Regulation of Oxidative Stress-Induced Intrinsic Apoptotic Signaling Pathway (GO:1902175)	1/21	0.19378729012533114	0.34776962336005374	0	0	4.870935960591133	7.99317748505789	TREM2
Peptide Cross-Linking (GO:0018149)	1/21	0.19378729012533114	0.34776962336005374	0	0	4.870935960591133	7.99317748505789	COL3A1
Innate Immune Response in Mucosa (GO:0002227)	1/21	0.19378729012533114	0.34776962336005374	0	0	4.870935960591133	7.99317748505789	LTF
Lymphocyte Chemotaxis (GO:0048247)	1/21	0.19378729012533114	0.34776962336005374	0	0	4.870935960591133	7.99317748505789	GPR183
Negative Regulation of ERBB Signaling Pathway (GO:1901185)	1/21	0.19378729012533114	0.34776962336005374	0	0	4.870935960591133	7.99317748505789	PTPN3
Cholesterol Homeostasis (GO:0042632)	2/80	0.19648303512983445	0.351656968534259	0	0	2.502919522721503	4.072698553149905	FABP3;LPL
Negative Regulation of Cellular Component Organization (GO:0051129)	2/80	0.19648303512983445	0.351656968534259	0	0	2.502919522721503	4.072698553149905	LILRB1;ISL1
Sterol Homeostasis (GO:0055092)	2/81	0.20019131363271056	0.3534672189966905	0	0	2.471111668128838	3.974738147635628	FABP3;LPL
Wound Healing (GO:0042060)	2/81	0.20019131363271056	0.3534672189966905	0	0	2.471111668128838	3.974738147635628	MMP12;COL3A1
Negative Regulation of Cell Cycle (GO:0045786)	2/81	0.20019131363271056	0.3534672189966905	0	0	2.471111668128838	3.974738147635628	LILRB1;PTPN3
Negative Regulation of Myeloid Cell Differentiation (GO:0045638)	1/22	0.2020192915801868	0.3534672189966905	0	0	4.638752052545156	7.419183309087755	MYB
Anterior/Posterior Axis Specification (GO:0009948)	1/22	0.2020192915801868	0.3534672189966905	0	0	4.638752052545156	7.419183309087755	SIX2
Nitric Oxide Metabolic Process (GO:0046209)	1/22	0.2020192915801868	0.3534672189966905	0	0	4.638752052545156	7.419183309087755	CYP1B1
Peptidyl-Tyrosine Dephosphorylation (GO:0035335)	1/22	0.2020192915801868	0.3534672189966905	0	0	4.638752052545156	7.419183309087755	PTPRZ1
Endocardial Cushion Development (GO:0003197)	1/22	0.2020192915801868	0.3534672189966905	0	0	4.638752052545156	7.419183309087755	ISL1
Positive Regulation of Interferon-Alpha Production (GO:0032727)	1/22	0.2020192915801868	0.3534672189966905	0	0	4.638752052545156	7.419183309087755	GPNMB
Positive Regulation of Natural Killer Cell Mediated Cytotoxicity (GO:0045954)	1/22	0.2020192915801868	0.3534672189966905	0	0	4.638752052545156	7.419183309087755	CRTAM
Positive Regulation of Neural Precursor Cell Proliferation (GO:2000179)	1/22	0.2020192915801868	0.3534672189966905	0	0	4.638752052545156	7.419183309087755	RASSF10
Positive Regulation of Synaptic Transmission, Glutamatergic (GO:0051968)	1/22	0.2020192915801868	0.3534672189966905	0	0	4.638752052545156	7.419183309087755	CCL2
Post-Transcriptional Gene Silencing (GO:0016441)	1/22	0.2020192915801868	0.3534672189966905	0	0	4.638752052545156	7.419183309087755	COLEC12
Mammary Gland Development (GO:0030879)	1/22	0.2020192915801868	0.3534672189966905	0	0	4.638752052545156	7.419183309087755	OXTR
Regulation of Anoikis (GO:2000209)	1/22	0.2020192915801868	0.3534672189966905	0	0	4.638752052545156	7.419183309087755	ITGA5
Negative Regulation of SMAD Protein Signal Transduction (GO:0060392)	1/22	0.2020192915801868	0.3534672189966905	0	0	4.638752052545156	7.419183309087755	PPARG
Regulation of Calcium Ion Import (GO:0090279)	1/22	0.2020192915801868	0.3534672189966905	0	0	4.638752052545156	7.419183309087755	CCL2
Positive Regulation of Transcription by RNA Polymerase II (GO:0045944)	13/983	0.20516734515870644	0.35850293996152915	0	0	1.3209801910724888	2.0923392491774253	EHF;LILRB1;ISL1;DLL1;MMP12;TOX3;ZEB2;SFRP2;MYB;TFEC;CHP2;PPARG;CYTL1
Negative Regulation of Response to External Stimulus (GO:0032102)	3/154	0.20811522794527496	0.3605977187592471	0	0	1.9417811604230504	3.047942764276583	PPARG;ISL1;LTF
Cilium Organization (GO:0044782)	4/230	0.2085749133673835	0.3605977187592471	0	0	1.7318584070796461	2.7146135927956334	DNAH5;ERICH3;TEKT1;CCNO
Negative Regulation of Interleukin-2 Production (GO:0032703)	1/23	0.21016764632504312	0.3605977187592471	0	0	4.427675772503359	6.906508950874955	VSIG4
Negative Regulation of Neuron Differentiation (GO:0045665)	1/23	0.21016764632504312	0.3605977187592471	0	0	4.427675772503359	6.906508950874955	DLL1
Placenta Development (GO:0001890)	1/23	0.21016764632504312	0.3605977187592471	0	0	4.427675772503359	6.906508950874955	PPARG
Platelet Dense Granule Organization (GO:0060155)	1/23	0.21016764632504312	0.3605977187592471	0	0	4.427675772503359	6.906508950874955	AP1S2
Skin Epidermis Development (GO:0098773)	1/23	0.21016764632504312	0.3605977187592471	0	0	4.427675772503359	6.906508950874955	DLL1
Glial Cell Development (GO:0021782)	1/23	0.21016764632504312	0.3605977187592471	0	0	4.427675772503359	6.906508950874955	DLL1
Zinc Ion Transmembrane Transport (GO:0071577)	1/23	0.21016764632504312	0.3605977187592471	0	0	4.427675772503359	6.906508950874955	TMEM163
Immune Response-Activating Cell Surface Receptor Signaling Pathway (GO:0002429)	1/23	0.21016764632504312	0.3605977187592471	0	0	4.427675772503359	6.906508950874955	ITGAM
Positive Regulation of Tyrosine Phosphorylation of STAT Protein (GO:0042531)	1/23	0.21016764632504312	0.3605977187592471	0	0	4.427675772503359	6.906508950874955	FGFR3
Prostanoid Metabolic Process (GO:0006692)	1/23	0.21016764632504312	0.3605977187592471	0	0	4.427675772503359	6.906508950874955	GSTA1
Lymphocyte Activation Involved in Immune Response (GO:0002285)	1/23	0.21016764632504312	0.3605977187592471	0	0	4.427675772503359	6.906508950874955	GPR183
Modulation by Host of Viral Genome Replication (GO:0044827)	1/23	0.21016764632504312	0.3605977187592471	0	0	4.427675772503359	6.906508950874955	CCL8
Cell Morphogenesis Involved in Neuron Differentiation (GO:0048667)	2/85	0.21510174262060974	0.3677838703227583	0	0	2.3515447930335203	3.613487529213	SLITRK6;ISL1
Regulation of Cell Division (GO:0051302)	2/85	0.21510174262060974	0.3677838703227583	0	0	2.3515447930335203	3.613487529213	SFRP2;DLL1
Neuron Projection Morphogenesis (GO:0048812)	3/157	0.21605000665283003	0.3677838703227583	0	0	1.9036635006784262	2.916879615051685	SPAG6;SLITRK6;ISL1
Aminoglycan Biosynthetic Process (GO:0006023)	1/24	0.21823320016139572	0.3677838703227583	0	0	4.234953951595631	6.446409054924387	HS3ST2
Outflow Tract Septum Morphogenesis (GO:0003148)	1/24	0.21823320016139572	0.3677838703227583	0	0	4.234953951595631	6.446409054924387	ISL1
Positive Regulation of NLRP3 Inflammasome Complex Assembly (GO:1900227)	1/24	0.21823320016139572	0.3677838703227583	0	0	4.234953951595631	6.446409054924387	CD36
Positive Regulation of Cell Communication (GO:0010647)	1/24	0.21823320016139572	0.3677838703227583	0	0	4.234953951595631	6.446409054924387	GPNMB
Positive Regulation of Cellular Response to Transforming Growth Factor Beta Stimulus (GO:1903846)	1/24	0.21823320016139572	0.3677838703227583	0	0	4.234953951595631	6.446409054924387	ZEB2
Endothelial Cell Development (GO:0001885)	1/24	0.21823320016139572	0.3677838703227583	0	0	4.234953951595631	6.446409054924387	PPP1R16B
Tricarboxylic Acid Cycle (GO:0006099)	1/24	0.21823320016139572	0.3677838703227583	0	0	4.234953951595631	6.446409054924387	MDH1B
Ventricular Cardiac Muscle Tissue Development (GO:0003229)	1/24	0.21823320016139572	0.3677838703227583	0	0	4.234953951595631	6.446409054924387	ISL1
Positive Regulation of Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0030511)	1/24	0.21823320016139572	0.3677838703227583	0	0	4.234953951595631	6.446409054924387	ZEB2
Protein Localization to Cell Surface (GO:0034394)	1/24	0.21823320016139572	0.3677838703227583	0	0	4.234953951595631	6.446409054924387	FCN1
Regulation of Cellular Response to Growth Factor Stimulus (GO:0090287)	1/24	0.21823320016139572	0.3677838703227583	0	0	4.234953951595631	6.446409054924387	DLL1
Protein Maturation (GO:0051604)	3/158	0.2187092217964444	0.3678828947807539	0	0	1.8912855079441502	2.874777018838898	MMP12;CPM;AEBP1
Regulation of Innate Immune Response (GO:0045088)	2/86	0.21884599915421354	0.3678828947807539	0	0	2.3234323432343236	3.530192890105955	TREM2;FCGR2B
Regulation of Endothelial Cell Proliferation (GO:0001936)	2/87	0.22259587866918998	0.3718018533900036	0	0	2.2959813628421664	3.4494763262640022	PPP1R16B;SPARC
Negative Regulation of Epidermal Growth Factor Receptor Signaling Pathway (GO:0042059)	1/25	0.22621679031560463	0.3718018533900036	0	0	4.058292282430213	6.031683535803371	PTPN3
Negative Regulation of Intrinsic Apoptotic Signaling Pathway in Response to DNA Damage (GO:1902230)	1/25	0.22621679031560463	0.3718018533900036	0	0	4.058292282430213	6.031683535803371	SFRP2
Negative Regulation of miRNA Transcription (GO:1902894)	1/25	0.22621679031560463	0.3718018533900036	0	0	4.058292282430213	6.031683535803371	PPARG
Antigen Processing and Presentation of Exogenous Peptide Antigen via MHC Class II (GO:0019886)	1/25	0.22621679031560463	0.3718018533900036	0	0	4.058292282430213	6.031683535803371	FCGR2B
Regulation of Protein Targeting to Membrane (GO:0090313)	1/25	0.22621679031560463	0.3718018533900036	0	0	4.058292282430213	6.031683535803371	ITGAM
Regulation of Toll-Like Receptor Signaling Pathway (GO:0034121)	1/25	0.22621679031560463	0.3718018533900036	0	0	4.058292282430213	6.031683535803371	CD36
Phosphatidylethanolamine Metabolic Process (GO:0046337)	1/25	0.22621679031560463	0.3718018533900036	0	0	4.058292282430213	6.031683535803371	ALOX15
Positive Regulation of D-glucose Import (GO:0046326)	1/25	0.22621679031560463	0.3718018533900036	0	0	4.058292282430213	6.031683535803371	ITLN1
Response to Glucocorticoid (GO:0051384)	1/25	0.22621679031560463	0.3718018533900036	0	0	4.058292282430213	6.031683535803371	ISL1
Response to Hexose (GO:0009746)	1/25	0.22621679031560463	0.3718018533900036	0	0	4.058292282430213	6.031683535803371	LPL
Retinoic Acid Metabolic Process (GO:0042573)	1/25	0.22621679031560463	0.3718018533900036	0	0	4.058292282430213	6.031683535803371	ADH1C
Sodium Ion Homeostasis (GO:0055078)	1/25	0.22621679031560463	0.3718018533900036	0	0	4.058292282430213	6.031683535803371	TMPRSS3
Epithelial Cell Development (GO:0002064)	1/25	0.22621679031560463	0.3718018533900036	0	0	4.058292282430213	6.031683535803371	DLL1
Positive Regulation of Inflammasome-Mediated Signaling Pathway (GO:0141087)	1/25	0.22621679031560463	0.3718018533900036	0	0	4.058292282430213	6.031683535803371	CD36
Glycosaminoglycan Biosynthetic Process (GO:0006024)	1/25	0.22621679031560463	0.3718018533900036	0	0	4.058292282430213	6.031683535803371	HS3ST2
Regulation of B Cell Activation (GO:0050864)	1/25	0.22621679031560463	0.3718018533900036	0	0	4.058292282430213	6.031683535803371	FCGR2B
Negative Regulation of Catalytic Activity (GO:0043086)	1/25	0.22621679031560463	0.3718018533900036	0	0	4.058292282430213	6.031683535803371	SERPINB3
+ Reg of Phosphatidylinositol 3-Kinase/Prot Kinase B Signal Transduction (GO:0051897)	3/162	0.2294121860857475	0.37504265171231216	0	0	1.8433305172251948	2.7138156194887166	TREM2;NTS;FGFR3
Positive Regulation of Canonical Wnt Signaling Pathway (GO:0090263)	2/89	0.23011051113142425	0.37504265171231216	0	0	2.242972573119381	3.2953654404480064	ZEB2;SFRP2
Protein Dephosphorylation (GO:0006470)	2/90	0.2338742900222665	0.37504265171231216	0	0	2.217371737173717	3.221778005777338	PTPRZ1;PTPN3
Reg of Endoplasmic Reticulum Stress-Induced Intrinsic Apoptotic Sgnlng Pway (GO:1902235)	1/26	0.23411924568486955	0.37504265171231216	0	0	3.8957635467980296	5.656355305246379	FCGR2B
NADH Metabolic Process (GO:0006734)	1/26	0.23411924568486955	0.37504265171231216	0	0	3.8957635467980296	5.656355305246379	MDH1B
Acylglycerol Homeostasis (GO:0055090)	1/26	0.23411924568486955	0.37504265171231216	0	0	3.8957635467980296	5.656355305246379	LPL
Amyloid Fibril Formation (GO:1990000)	1/26	0.23411924568486955	0.37504265171231216	0	0	3.8957635467980296	5.656355305246379	CD36
Cellular Response to Topologically Incorrect Protein (GO:0035967)	1/26	0.23411924568486955	0.37504265171231216	0	0	3.8957635467980296	5.656355305246379	PACRG
Positive Regulation of Rho Protein Signal Transduction (GO:0035025)	1/26	0.23411924568486955	0.37504265171231216	0	0	3.8957635467980296	5.656355305246379	COL3A1
Secretory Granule Organization (GO:0033363)	1/26	0.23411924568486955	0.37504265171231216	0	0	3.8957635467980296	5.656355305246379	AP1S2
Dendritic Spine Organization (GO:0097061)	1/26	0.23411924568486955	0.37504265171231216	0	0	3.8957635467980296	5.656355305246379	TREM2
Diterpenoid Metabolic Process (GO:0016101)	1/26	0.23411924568486955	0.37504265171231216	0	0	3.8957635467980296	5.656355305246379	AKR1B10
Sterol Transport (GO:0015918)	1/26	0.23411924568486955	0.37504265171231216	0	0	3.8957635467980296	5.656355305246379	CD36
Synaptic Transmission, Glutamatergic (GO:0035249)	1/26	0.23411924568486955	0.37504265171231216	0	0	3.8957635467980296	5.656355305246379	NAPSA
Fat-Soluble Vitamin Metabolic Process (GO:0006775)	1/26	0.23411924568486955	0.37504265171231216	0	0	3.8957635467980296	5.656355305246379	CYP1A1
Fatty Acid Derivative Biosynthetic Process (GO:1901570)	1/26	0.23411924568486955	0.37504265171231216	0	0	3.8957635467980296	5.656355305246379	SLC27A2
fatty-acyl-CoA Biosynthetic Process (GO:0046949)	1/26	0.23411924568486955	0.37504265171231216	0	0	3.8957635467980296	5.656355305246379	SLC27A2
Positive Regulation of Natural Killer Cell Mediated Immunity (GO:0002717)	1/26	0.23411924568486955	0.37504265171231216	0	0	3.8957635467980296	5.656355305246379	CRTAM
Hormone Biosynthetic Process (GO:0042446)	1/26	0.23411924568486955	0.37504265171231216	0	0	3.8957635467980296	5.656355305246379	CHST9
Proteoglycan Metabolic Process (GO:0006029)	1/26	0.23411924568486955	0.37504265171231216	0	0	3.8957635467980296	5.656355305246379	CHST9
Myeloid Cell Development (GO:0061515)	1/26	0.23411924568486955	0.37504265171231216	0	0	3.8957635467980296	5.656355305246379	MYB
Negative Regulation of Multicellular Organismal Process (GO:0051241)	4/243	0.2365868562322701	0.37853896997163217	0	0	1.6365690376569038	2.3590158799953476	SFRP2;GPNMB;TREM2;FCGR2B
Regulation of Epithelial to Mesenchymal Transition (GO:0010717)	2/91	0.23764174355578846	0.37976923639240323	0	0	2.192346200912226	3.1503818002826556	SERPINB3;SFRP2
Regulation of Osteoblast Differentiation (GO:0045667)	2/92	0.24141240778197534	0.38023451086600696	0	0	2.1678767876787677	3.0810917895778376	PPARG;LTF
Positive Regulation of Cell Adhesion (GO:0045785)	2/92	0.24141240778197534	0.38023451086600696	0	0	2.1678767876787677	3.0810917895778376	SFRP2;ALOX15
Regulation of Cytokine Production Involved in Immune Response (GO:0002718)	1/27	0.2419413868085662	0.38023451086600696	0	0	3.7457370215990906	5.315424774154307	LILRB1
Negative Regulation of miRNA Metabolic Process (GO:2000629)	1/27	0.2419413868085662	0.38023451086600696	0	0	3.7457370215990906	5.315424774154307	PPARG
Regulation of Interferon-Alpha Production (GO:0032647)	1/27	0.2419413868085662	0.38023451086600696	0	0	3.7457370215990906	5.315424774154307	GPNMB
Regulation of Intracellular Estrogen Receptor Signaling Pathway (GO:0033146)	1/27	0.2419413868085662	0.38023451086600696	0	0	3.7457370215990906	5.315424774154307	ISL1
Regulation of Microtubule Polymerization or Depolymerization (GO:0031110)	1/27	0.2419413868085662	0.38023451086600696	0	0	3.7457370215990906	5.315424774154307	KIF21A
Regulation of Mitochondrial Fission (GO:0090140)	1/27	0.2419413868085662	0.38023451086600696	0	0	3.7457370215990906	5.315424774154307	PPARG
Regulation of Myelination (GO:0031641)	1/27	0.2419413868085662	0.38023451086600696	0	0	3.7457370215990906	5.315424774154307	PTPRZ1
Antigen Processing and Presentation of Peptide Antigen via MHC Class II (GO:0002495)	1/27	0.2419413868085662	0.38023451086600696	0	0	3.7457370215990906	5.315424774154307	FCGR2B
Regulation of Reactive Oxygen Species Biosynthetic Process (GO:1903426)	1/27	0.2419413868085662	0.38023451086600696	0	0	3.7457370215990906	5.315424774154307	CD36
Positive Regulation of Lipid Metabolic Process (GO:0045834)	1/27	0.2419413868085662	0.38023451086600696	0	0	3.7457370215990906	5.315424774154307	PPARG
Glycerophospholipid Catabolic Process (GO:0046475)	1/27	0.2419413868085662	0.38023451086600696	0	0	3.7457370215990906	5.315424774154307	PLA2G7
mRNA 3'-End Processing (GO:0031124)	1/27	0.2419413868085662	0.38023451086600696	0	0	3.7457370215990906	5.315424774154307	COLEC12
Positive Regulation of Phosphorylation (GO:0042327)	2/94	0.24896155740028797	0.3855585887914914	0	0	2.120533792509686	2.9485105940761884	GPNMB;ITLN1
Acylglycerol Catabolic Process (GO:0046464)	1/28	0.24968402587400798	0.3855585887914914	0	0	3.6068235723408137	5.004680714855542	LPL
Regulation of Microtubule Depolymerization (GO:0031114)	1/28	0.24968402587400798	0.3855585887914914	0	0	3.6068235723408137	5.004680714855542	KIF21A
